Fecha,SKU,Categoria,Material,Costo_Adquisicion,Precio_Venta,Cantidad,Cliente,Ciudad
2026-02-06,PUL-ACE-4626,Pulseras,Acero con Baño PVD,37.75,65.42,3,Jordán Eduardo Carpio Vaquero,León
2026-01-30,ANI-ACE-2650,Anillos,Acero con Baño PVD,22.07,59.58,1,José Luis Milla Guerrero,Girona
2025-10-10,PUL-PLA-4841,Pulseras,Plata 925,43.79,90.67,1,Fabio Barco-Arnaiz,Barcelona
2025-07-19,ANI-ACE-5283,Anillos,Acero con Baño PVD,44.43,104.34,2,Hector Caro,Ávila
2026-02-15,COL-PLA-6895,Collares,Plata 925,42.33,96.89,2,Domitila Bayona Dominguez,Cuenca
2025-10-13,PUL-PLA-8937,Pulseras,Plata 925,39.4,115.03,1,Florencio Silva,Barcelona
2026-04-05,PUL-ACE-6323,Pulseras,Acero 316L,39.75,81.69,2,Zacarías de Quevedo,Toledo
2025-08-05,PEN-PLA-2929,Pendientes,Plata 925,32.02,72.38,2,Epifanio Ripoll Padilla,Lugo
2026-01-13,COL-ACE-8435,Collares,Acero 316L,22.6,44.75,1,Visitación Carrera Aranda,Las Palmas
2025-12-30,PUL-PLA-1163,Pulseras,Plata 925,16.22,43.21,1,Mariano Barrera Bernad,Asturias
2025-07-22,PUL-ACE-1897,Pulseras,Acero 316L,20.34,58.28,1,María Jesús Suarez Berenguer,Burgos
2025-06-11,PUL-PLA-9353,Pulseras,Plata 925,19.7,36.12,3,Silvestre Revilla Palomar,Girona
2025-08-04,COL-ACE-4671,Collares,Acero 316L,16.16,31.3,1,Samuel Abascal-Andrade,Valencia
2026-05-21,PEN-PLA-9246,Pendientes,Plata 925,34.38,72.65,1,Georgina Jordán Villanueva,Vizcaya
2026-02-25,COL-PLA-7095,Collares,Plata 925,24.6,37.07,1,Judith Avilés Salmerón,Girona
2026-05-25,ANI-ACE-7573,Anillos,Acero 316L,24.86,43.23,2,Adán Murillo,Álava
2025-07-27,PUL-PLA-6431,Pulseras,Plata 925,18.33,45.24,1,Néstor Ruy Olmedo Valenzuela,Cantabria
2025-06-26,PUL-ACE-8794,Pulseras,Acero 316L,20.48,49.08,1,Magdalena Sabater Cornejo,Vizcaya
2026-04-30,COL-PLA-1948,Collares,Plata 925,34.45,55.91,1,Aránzazu del Diez,Ceuta
2025-06-30,ANI-ACE-3618,Anillos,Acero 316L,15.98,45.6,1,Ignacio Jose Manuel Casanova Cuadrado,Lugo
2025-08-10,PUL-PLA-2449,Pulseras,Plata 925,33.92,55.55,2,Rosaura Muro Cid,Ourense
2026-02-07,COL-ACE-9537,Collares,Acero 316L,16.81,27.84,1,Asunción del Cabeza,Vizcaya
2026-03-28,PUL-PLA-5271,Pulseras,Plata 925,44.1,122.99,3,Lorenza de Fajardo,Ceuta
2025-11-13,PUL-ACE-3758,Pulseras,Acero con Baño PVD,28.31,76.74,1,Chema Leiva Julián,Ceuta
2026-03-09,PUL-ACE-4953,Pulseras,Acero con Baño PVD,23.16,68.25,1,Rosa María María Luisa Caparrós Sierra,La Coruña
2026-01-17,PUL-ACE-7712,Pulseras,Acero con Baño PVD,30.76,70.78,1,Lucas Gallardo Sedano,Jaén
2025-09-17,PEN-ACE-6824,Pendientes,Acero con Baño PVD,24.54,46.71,1,Verónica Guijarro,Málaga
2026-04-26,PEN-ACE-2062,Pendientes,Acero con Baño PVD,39.14,104.33,1,Amancio Cobos Álamo,Palencia
2026-04-26,ANI-PLA-1759,Anillos,Plata 925,41.53,106.12,1,Félix Piñol Sala,Almería
2025-12-08,COL-ACE-8015,Collares,Acero 316L,40.86,88.13,1,Artemio de Girón,Cuenca
2025-10-15,PUL-PLA-5029,Pulseras,Plata 925,31.56,56.57,1,Wálter Hernando Palomo,Sevilla
2026-05-30,PUL-ACE-3199,Pulseras,Acero 316L,16.87,34.05,1,Caridad Garmendia Múgica,Vizcaya
2025-12-19,ANI-ACE-8196,Anillos,Acero 316L,26.93,51.83,2,Quirino de Bartolomé,Cáceres
2026-01-04,COL-ACE-4282,Collares,Acero con Baño PVD,38.13,74.35,1,Baudelio Villanueva Armas,Toledo
2025-12-29,ANI-PLA-8564,Anillos,Plata 925,18.39,42.79,1,Yolanda Borrás Castillo,Teruel
2026-03-29,COL-ACE-2128,Collares,Acero con Baño PVD,38.75,107.68,3,Fabiola del Nicolau,Lleida
2026-05-15,PUL-ACE-4107,Pulseras,Acero con Baño PVD,17.53,43.82,5,Fanny Oliver Iborra,La Coruña
2026-05-20,PEN-PLA-2758,Pendientes,Plata 925,39.58,92.49,5,Florentina Vazquez Iñiguez,Albacete
2025-12-11,PEN-ACE-9888,Pendientes,Acero con Baño PVD,31.45,63.43,1,Maxi Espada,Madrid
2026-05-28,PEN-ACE-7291,Pendientes,Acero con Baño PVD,29.14,57.97,1,Anastasia Riera,Cáceres
2025-12-12,COL-ACE-8012,Collares,Acero con Baño PVD,26.25,75.66,3,Amado Plana Torrent,Lleida
2026-01-11,PEN-ACE-4380,Pendientes,Acero 316L,22.68,36.02,2,Delfina Aparicio Posada,Zamora
2025-08-08,COL-PLA-8466,Collares,Plata 925,28.83,69.0,1,Javiera Villegas Bernad,Huesca
2026-05-17,ANI-ACE-8027,Anillos,Acero con Baño PVD,36.79,80.94,3,Florinda Roldan Roselló,Zamora
2025-08-16,COL-PLA-9180,Collares,Plata 925,28.76,79.57,1,Manuelita del Uribe,Melilla
2025-07-02,PUL-ACE-5025,Pulseras,Acero 316L,37.2,84.96,3,Felix Gomez Barrena,Burgos
2025-11-03,COL-ACE-3624,Collares,Acero 316L,17.71,39.56,1,Florentino Luján Capdevila,Soria
2025-07-12,PEN-ACE-2400,Pendientes,Acero 316L,17.51,43.34,1,Máxima Cal Raya,Zaragoza
2026-01-05,PEN-PLA-3165,Pendientes,Plata 925,19.97,53.44,1,Alba de Cámara,Jaén
2025-10-23,ANI-ACE-8695,Anillos,Acero con Baño PVD,21.53,52.1,1,Aura Miró,Valladolid
2025-09-23,ANI-ACE-5709,Anillos,Acero 316L,17.9,32.27,1,Ciro Bueno Pintor,Navarra
2025-06-25,PUL-ACE-7286,Pulseras,Acero con Baño PVD,38.91,76.41,2,Belen Cerdá Casas,Almería
2025-06-13,PUL-ACE-4358,Pulseras,Acero con Baño PVD,41.79,110.11,1,Leonardo Rivera Conde,Álava
2025-09-29,ANI-ACE-2578,Anillos,Acero 316L,17.76,27.31,1,Claudio Marcelino Blanes Lopez,Melilla
2026-05-27,ANI-PLA-6185,Anillos,Plata 925,20.09,30.74,1,Rosario del Llorente,Lleida
2026-05-23,PEN-ACE-1277,Pendientes,Acero con Baño PVD,23.9,45.48,3,Plácido Calleja,Álava
2026-01-17,ANI-PLA-3938,Anillos,Plata 925,25.9,40.52,2,Inmaculada Torrijos Maza,Córdoba
2025-08-18,ANI-ACE-9530,Anillos,Acero 316L,26.77,47.23,2,Raquel Moraleda Benítez,Ciudad
2025-07-29,PEN-ACE-9660,Pendientes,Acero 316L,30.6,56.88,1,Sarita de Polo,Castellón
2026-03-14,COL-ACE-6669,Collares,Acero 316L,25.31,40.46,1,Mar Ropero Mesa,Murcia
2026-01-31,ANI-ACE-3027,Anillos,Acero con Baño PVD,36.03,84.4,1,Rubén Moliner Vilanova,Zamora
2026-02-01,ANI-ACE-6847,Anillos,Acero 316L,37.53,70.38,1,Sabas Vallés Company,Vizcaya
2025-09-14,PEN-ACE-7112,Pendientes,Acero con Baño PVD,20.48,49.81,2,Sebastian Maza Silva,Segovia
2025-09-12,ANI-PLA-6054,Anillos,Plata 925,30.88,71.9,1,Noé Pozo Bas,Murcia
2025-10-25,ANI-ACE-3576,Anillos,Acero con Baño PVD,35.52,80.41,1,Candelas Peláez Heredia,Pontevedra
2025-06-14,PEN-PLA-9161,Pendientes,Plata 925,28.24,63.09,2,Judith Castro Chaparro,Ourense
2026-01-12,PEN-ACE-3851,Pendientes,Acero con Baño PVD,23.33,63.8,1,Rebeca Paola Sedano Martin,Valladolid
2025-09-17,ANI-ACE-5885,Anillos,Acero 316L,44.42,91.89,2,Osvaldo Benavent,Lugo
2025-07-21,PUL-ACE-4289,Pulseras,Acero con Baño PVD,24.92,39.79,1,Rocío Díez Bustamante,Valencia
2025-12-06,COL-ACE-1985,Collares,Acero 316L,40.22,64.6,3,Anacleto Bonilla Priego,La Rioja
2026-01-29,COL-PLA-8494,Collares,Plata 925,29.0,56.4,1,Aristides Aroca Quevedo,Palencia
2025-11-27,PEN-ACE-9548,Pendientes,Acero con Baño PVD,28.05,76.61,1,Sonia Valencia Lumbreras,Segovia
2026-04-22,COL-ACE-9293,Collares,Acero con Baño PVD,34.06,71.84,1,Godofredo Juan Manuel Losa Ordóñez,Ceuta
2026-04-10,PUL-ACE-9685,Pulseras,Acero 316L,16.26,45.8,2,Maribel Ortiz Castell,Huelva
2025-12-13,PEN-ACE-6207,Pendientes,Acero 316L,38.55,91.07,1,Luis Pont Clavero,Navarra
2025-09-15,PEN-ACE-1576,Pendientes,Acero 316L,25.0,41.38,1,Rosaura Sanabria Pablo,Zamora
2025-09-19,COL-ACE-1442,Collares,Acero 316L,36.64,98.55,1,José Ángel del Luz,Sevilla
2025-07-03,COL-PLA-8789,Collares,Plata 925,25.27,55.76,2,David Zabala Guerrero,La Rioja
2025-07-15,COL-ACE-4504,Collares,Acero con Baño PVD,20.98,57.53,1,Bartolomé Pujol Fuente,Valencia
2026-04-21,PEN-ACE-8098,Pendientes,Acero con Baño PVD,32.9,72.61,2,Gloria Diana Tirado Cortes,Salamanca
2025-10-13,PEN-ACE-3332,Pendientes,Acero 316L,32.92,82.78,4,Felisa Cano Chico,Alicante
2026-03-06,COL-ACE-6069,Collares,Acero con Baño PVD,36.01,94.47,1,Fulgencio Verdejo Porta,Sevilla
2025-12-10,COL-ACE-3200,Collares,Acero 316L,39.83,82.49,2,Maricela Sedano Pinilla,Asturias
2025-06-06,ANI-PLA-3078,Anillos,Plata 925,20.37,38.97,3,Maxi Puente-Lopez,Alicante
2025-12-07,ANI-PLA-6773,Anillos,Plata 925,38.8,90.4,1,Francisco Javier Pavón Carballo,Badajoz
2026-01-24,PEN-ACE-6072,Pendientes,Acero con Baño PVD,17.0,45.75,1,Nando Elías Calleja,Sevilla
2025-06-23,ANI-ACE-5713,Anillos,Acero 316L,27.0,75.74,1,Chus de Castejón,Las Palmas
2025-12-05,ANI-ACE-2186,Anillos,Acero 316L,36.55,107.24,1,Humberto Alcalá Vega,Huesca
2026-04-27,COL-ACE-2868,Collares,Acero 316L,27.81,42.65,1,Haroldo Laguna Ugarte,Burgos
2026-05-23,ANI-PLA-8963,Anillos,Plata 925,30.51,70.71,2,Agustina Salinas-Pons,La Coruña
2026-05-21,PEN-ACE-1870,Pendientes,Acero con Baño PVD,15.68,37.37,1,Eligio Cabrero Alberola,Badajoz
2025-12-22,COL-PLA-2500,Collares,Plata 925,30.88,88.33,2,Rosa Palacio Pla,Lleida
2025-07-25,PEN-ACE-4232,Pendientes,Acero 316L,15.91,36.74,1,Jerónimo Bermúdez Cabeza,Cantabria
2025-08-17,PEN-ACE-7950,Pendientes,Acero 316L,36.32,59.87,1,Santos Huguet-Duque,Girona
2025-08-02,COL-ACE-4425,Collares,Acero con Baño PVD,22.25,53.21,1,Alfredo Asenjo,Burgos
2026-04-09,PUL-ACE-7422,Pulseras,Acero 316L,21.94,53.58,2,Reyes Morante-Guerrero,Salamanca
2026-01-30,COL-PLA-7447,Collares,Plata 925,16.74,25.5,3,Juan del Nebot,Guipúzcoa
2026-03-18,COL-ACE-5763,Collares,Acero 316L,38.29,78.05,2,Aurora del Vázquez,Cuenca
2025-08-22,ANI-ACE-9306,Anillos,Acero 316L,18.94,50.44,1,Rogelio Bejarano Palomo,Zaragoza
2025-09-02,PEN-ACE-9232,Pendientes,Acero 316L,25.45,48.33,3,Maxi Armengol Corominas,Soria
2025-09-13,COL-ACE-3827,Collares,Acero 316L,39.49,59.32,1,Xavier del Diéguez,Córdoba
2025-06-02,COL-PLA-5520,Collares,Plata 925,31.09,79.74,2,Manolo Jafet Rico Llobet,Castellón
2026-01-26,COL-PLA-8975,Collares,Plata 925,18.42,28.75,5,Lorenzo Novoa Luján,Almería
2026-05-16,PEN-ACE-7469,Pendientes,Acero 316L,35.7,76.87,1,Aurelia Bertrán-Gracia,Tarragona
2026-04-26,ANI-ACE-5208,Anillos,Acero 316L,37.41,62.72,1,Vidal Laguna Portero,Cáceres
2026-04-10,PUL-ACE-2503,Pulseras,Acero con Baño PVD,33.23,53.99,5,Plácido Zacarías Mateo Juan,Las Palmas
2026-02-28,COL-PLA-1957,Collares,Plata 925,15.15,25.14,1,Asunción de Alsina,Alicante
2026-02-03,PEN-ACE-6052,Pendientes,Acero 316L,18.88,46.21,1,Leocadio Aparicio Tejera,Badajoz
2026-05-08,PUL-ACE-2792,Pulseras,Acero con Baño PVD,34.27,79.0,2,Flavio Ramón-Benito,Cáceres
2026-01-31,COL-PLA-3793,Collares,Plata 925,15.66,32.75,1,Lina Angelita Salgado Uribe,Las Palmas
2026-04-28,COL-ACE-6329,Collares,Acero con Baño PVD,20.1,36.58,1,Rafaela Baños Agustín,Tarragona
2025-08-11,PEN-ACE-4295,Pendientes,Acero 316L,40.74,115.26,2,Corona Fiol Tenorio,Granada
2026-05-13,COL-ACE-9865,Collares,Acero 316L,31.33,67.34,1,Rosa María Arias España,Ciudad
2026-02-07,COL-PLA-2544,Collares,Plata 925,31.57,66.73,1,Fanny Baena Macías,Segovia
2025-06-22,ANI-ACE-5507,Anillos,Acero 316L,42.29,68.28,3,Anunciación Atienza-Duarte,Ávila
2025-10-16,COL-ACE-9800,Collares,Acero 316L,26.21,76.13,3,Jordán Domingo-Blasco,Santa Cruz de Tenerife
2026-04-04,PUL-PLA-7799,Pulseras,Plata 925,42.31,123.01,1,Fátima del Sevillano,Ourense
2026-05-02,COL-ACE-1211,Collares,Acero 316L,38.53,107.97,2,Paulino Salvador Andreu,León
2026-02-06,PEN-ACE-6363,Pendientes,Acero con Baño PVD,20.18,46.74,1,Marcela Cervera-Diaz,Granada
2025-09-29,COL-ACE-2304,Collares,Acero 316L,36.18,84.37,3,Tania Morata Falcó,Barcelona
2025-06-02,ANI-ACE-6077,Anillos,Acero 316L,43.68,91.8,2,Marcelino Porcel Gelabert,Guipúzcoa
2026-01-02,ANI-ACE-5279,Anillos,Acero con Baño PVD,16.54,33.25,2,Victoria Farré Expósito,Salamanca
2026-03-26,PEN-ACE-8817,Pendientes,Acero con Baño PVD,19.39,42.44,1,Irene Diego Palau,Málaga
2025-12-16,PUL-ACE-5492,Pulseras,Acero 316L,38.24,62.94,1,Armida Baños Jaume,Toledo
2026-01-03,PUL-PLA-2001,Pulseras,Plata 925,26.96,66.61,1,Isaura Llobet Dueñas,Murcia
2025-08-08,COL-PLA-1605,Collares,Plata 925,32.14,60.35,1,Luisina Canals Quintanilla,Teruel
2025-11-02,PUL-ACE-2522,Pulseras,Acero con Baño PVD,19.65,37.98,1,Tere Marisela Martin Benitez,Lleida
2026-03-07,COL-ACE-6074,Collares,Acero 316L,32.47,91.85,1,Jenny Belda,Alicante
2025-10-02,ANI-ACE-3719,Anillos,Acero 316L,31.25,51.21,1,Sebastián Corbacho Nogués,La Rioja
2026-05-04,PEN-PLA-1155,Pendientes,Plata 925,27.76,65.18,1,Florinda Torralba Oller,Cáceres
2026-03-25,PUL-ACE-5978,Pulseras,Acero con Baño PVD,28.28,57.56,1,Candelaria Simó Cervantes,Córdoba
2026-03-01,ANI-PLA-1221,Anillos,Plata 925,18.55,41.42,1,Martin Mariano Hernando Tamarit,Álava
2025-08-20,PEN-PLA-6683,Pendientes,Plata 925,29.04,47.53,3,Angelita de Muro,Alicante
2025-10-18,PEN-ACE-6733,Pendientes,Acero con Baño PVD,32.81,56.8,1,Sebastián del Larrañaga,Salamanca
2025-06-14,ANI-ACE-9231,Anillos,Acero con Baño PVD,18.6,40.59,1,Vidal Jara Molins,Málaga
2025-09-19,PEN-PLA-6654,Pendientes,Plata 925,33.24,74.06,1,Luis Miguel Aliaga Coronado,Las Palmas
2025-11-14,PEN-ACE-7565,Pendientes,Acero 316L,25.39,48.49,1,Vilma de Cifuentes,Jaén
2025-07-02,COL-ACE-6332,Collares,Acero con Baño PVD,43.15,125.88,1,Ernesto Viñas Mas,La Rioja
2026-04-29,ANI-ACE-4792,Anillos,Acero 316L,33.02,74.38,1,Lucho Toledo Villalobos,Ceuta
2025-06-08,COL-ACE-1716,Collares,Acero con Baño PVD,30.69,61.27,3,Andrés Carmona Morán,Guipúzcoa
2026-01-25,PEN-PLA-8783,Pendientes,Plata 925,28.14,75.39,2,Luna Gordillo Vall,Ávila
2025-08-15,ANI-PLA-8680,Anillos,Plata 925,37.07,109.51,1,Mariana Palau,Las Palmas
2025-10-13,PUL-ACE-8768,Pulseras,Acero con Baño PVD,20.29,31.44,1,Rómulo Moya-Díaz,Ourense
2025-11-25,COL-ACE-4100,Collares,Acero con Baño PVD,22.74,57.41,1,Tito Martín-Agullo,Lugo
2025-11-20,COL-ACE-6805,Collares,Acero con Baño PVD,33.34,79.49,1,Clementina Alemán-Gonzalo,Navarra
2025-12-13,PUL-ACE-7256,Pulseras,Acero 316L,35.88,87.81,1,Adora Concha Benítez Aguilera,Barcelona
2025-06-04,COL-ACE-3468,Collares,Acero con Baño PVD,30.31,72.07,1,Luis Miguel de Girón,Palencia
2026-05-17,PUL-PLA-4230,Pulseras,Plata 925,15.18,27.27,1,Manuelita Lumbreras Mayol,Barcelona
2025-12-25,COL-ACE-9129,Collares,Acero 316L,31.04,49.48,1,Anunciación Saturnina Arteaga Cepeda,Huelva
2025-12-21,PUL-ACE-1051,Pulseras,Acero 316L,25.6,54.95,1,Jose Hilario Corbacho Valera,Valencia
2026-02-15,ANI-ACE-3767,Anillos,Acero 316L,31.36,79.27,1,Inmaculada Rius Guzmán,Jaén
2025-11-15,COL-PLA-8703,Collares,Plata 925,26.05,46.22,1,Bernabé de Sanmiguel,Zamora
2025-08-13,ANI-ACE-4567,Anillos,Acero 316L,37.45,95.16,1,Arturo del Gascón,Murcia
2025-06-16,PUL-ACE-8767,Pulseras,Acero 316L,17.03,36.07,3,Rogelio Noguera Jordán,Ávila
2026-01-28,COL-ACE-2678,Collares,Acero 316L,33.89,70.23,1,Lucas Gallart,Lugo
2025-12-13,ANI-ACE-3353,Anillos,Acero con Baño PVD,33.03,60.06,1,Ángela del Roura,Melilla
2025-10-13,PUL-PLA-8960,Pulseras,Plata 925,43.48,86.62,3,Cristina Jordán Fábregas,Valencia
2026-03-19,PEN-ACE-2463,Pendientes,Acero con Baño PVD,31.64,83.18,2,Berta Gallardo Moles,Barcelona
2025-10-07,PUL-PLA-9249,Pulseras,Plata 925,35.98,86.98,1,Amada Reguera-Martín,Murcia
2025-12-20,PUL-ACE-7708,Pulseras,Acero 316L,18.79,29.6,1,Jordán del Berenguer,Toledo
2026-01-25,PUL-ACE-1572,Pulseras,Acero 316L,27.51,54.49,1,Lucio Cánovas Nuñez,Jaén
2025-07-28,PEN-ACE-4018,Pendientes,Acero con Baño PVD,42.01,112.82,1,Adoración Valdés Carranza,Ávila
2025-11-03,PEN-ACE-3484,Pendientes,Acero 316L,22.26,57.34,1,Eli Ferrando-Vergara,Albacete
2025-12-21,COL-ACE-7939,Collares,Acero con Baño PVD,44.23,74.93,1,Chema Paz Quirós,Lugo
2026-01-07,PUL-ACE-7592,Pulseras,Acero con Baño PVD,20.22,56.23,1,Reyes Hugo Roca Perelló,Santa Cruz de Tenerife
2025-06-24,PEN-ACE-3691,Pendientes,Acero 316L,28.36,46.31,1,Corona Pelayo Camacho,Badajoz
2025-12-16,PUL-ACE-6428,Pulseras,Acero 316L,32.52,85.26,1,Vidal del Vidal,León
2025-11-02,PUL-ACE-8588,Pulseras,Acero con Baño PVD,24.22,48.76,3,Cayetano Alberto Castro Leiva,Segovia
2025-09-15,PEN-ACE-4979,Pendientes,Acero 316L,16.69,34.58,2,Eufemia Núñez Bermudez,Ávila
2026-05-23,ANI-ACE-4065,Anillos,Acero 316L,38.24,72.98,3,Jenaro Perez Arco,Burgos
2025-07-08,PUL-ACE-1894,Pulseras,Acero 316L,25.3,66.79,4,Manuel Vázquez,Murcia
2025-06-12,ANI-ACE-4969,Anillos,Acero 316L,32.28,78.49,1,Sancho Segarra Almansa,Ávila
2026-02-09,PEN-ACE-1252,Pendientes,Acero con Baño PVD,31.69,69.71,3,Sebastián Porta Seguí,Guipúzcoa
2025-07-24,ANI-ACE-5386,Anillos,Acero con Baño PVD,39.16,68.13,1,Felicia Águila-Ballesteros,Palencia
2025-12-08,PEN-ACE-5512,Pendientes,Acero 316L,30.39,83.85,1,Máxima Solsona,Lugo
2026-01-07,PEN-ACE-6578,Pendientes,Acero 316L,20.92,55.95,1,Ariel Cabrera Carballo,Ávila
2026-02-06,PUL-ACE-6271,Pulseras,Acero 316L,34.21,79.57,2,Ariel Bello-Pallarès,Zaragoza
2025-07-02,COL-PLA-4318,Collares,Plata 925,33.1,55.53,1,Georgina Abellán Soria,Cádiz
2025-06-24,PUL-ACE-9428,Pulseras,Acero 316L,29.45,79.35,1,Andrea Zorrilla-Barral,Zamora
2025-08-02,ANI-ACE-1927,Anillos,Acero 316L,28.79,81.93,1,Luis Ángel Rosa Yáñez,La Rioja
2026-02-04,PUL-PLA-8084,Pulseras,Plata 925,15.27,40.65,1,Marita del Viñas,Ceuta
2025-07-30,ANI-ACE-8660,Anillos,Acero con Baño PVD,28.82,63.78,1,Urbano Nicanor Benito Verdejo,Cuenca
2026-05-30,ANI-ACE-4465,Anillos,Acero con Baño PVD,44.65,92.03,3,Isabela Fuentes Porras,Almería
2025-08-16,PUL-ACE-2212,Pulseras,Acero con Baño PVD,23.54,66.24,2,Emelina Pedraza Piñol,Tarragona
2025-07-05,ANI-ACE-4913,Anillos,Acero con Baño PVD,22.61,53.51,1,Graciela Emilia Gallart Pastor,Ciudad
2025-11-16,PEN-ACE-5781,Pendientes,Acero 316L,24.78,52.79,1,Nicolasa Álvaro Manzanares,Ceuta
2025-07-31,ANI-ACE-6921,Anillos,Acero 316L,30.36,81.2,1,José Mari Belda Reina,Ourense
2025-09-07,PEN-ACE-5251,Pendientes,Acero 316L,41.94,112.2,5,Aureliano Trujillo Ramírez,Sevilla
2026-03-03,ANI-ACE-9205,Anillos,Acero con Baño PVD,19.52,32.45,1,Cándido de Ortiz,Pontevedra
2025-10-19,COL-ACE-7070,Collares,Acero 316L,39.22,62.45,1,Celestino de Melero,Tarragona
2026-02-28,ANI-ACE-9383,Anillos,Acero 316L,25.54,39.54,2,Pepita Corral Llano,Toledo
2025-11-01,PEN-ACE-4888,Pendientes,Acero 316L,35.35,104.38,2,Onofre Rafael Ramis Mate,Girona
2025-06-21,PEN-PLA-1475,Pendientes,Plata 925,17.08,33.68,1,Chus Hierro Araujo,Palencia
2025-10-10,PEN-ACE-1827,Pendientes,Acero 316L,26.77,44.27,3,Íñigo Tur-Batlle,Huesca
2026-02-05,ANI-ACE-7833,Anillos,Acero con Baño PVD,18.08,30.47,2,Trinidad Quintana Bello,Teruel
2025-12-08,COL-ACE-2262,Collares,Acero 316L,24.05,69.14,1,Paulina Tejero,Granada
2025-12-28,COL-ACE-9408,Collares,Acero con Baño PVD,21.08,48.63,2,Hector del Gisbert,Segovia
2026-04-24,ANI-PLA-5757,Anillos,Plata 925,43.59,114.36,1,Vasco Pujadas Bauzà,León
2026-05-04,ANI-ACE-1096,Anillos,Acero con Baño PVD,32.74,73.83,1,Regina Nicolasa Ribas Adán,Burgos
2026-02-15,COL-ACE-4981,Collares,Acero con Baño PVD,24.95,61.7,3,Cecilia de Asensio,Soria
2026-02-01,PUL-PLA-3190,Pulseras,Plata 925,23.49,62.57,1,Luis Miguel Sandalio Martí Font,Albacete
2025-10-22,COL-ACE-4361,Collares,Acero con Baño PVD,15.84,39.69,1,Vinicio Verdugo Chaparro,Tarragona
2025-08-26,ANI-PLA-5762,Anillos,Plata 925,26.91,79.03,1,Matías del Morillo,Toledo
2026-02-26,PEN-PLA-2604,Pendientes,Plata 925,21.52,63.16,3,María Pilar Joaquina Malo Madrid,La Rioja
2026-03-28,PEN-PLA-9713,Pendientes,Plata 925,19.12,55.0,4,Feliciano Íñigo Calvo Naranjo,Valencia
2025-10-22,PEN-ACE-3496,Pendientes,Acero con Baño PVD,32.53,85.27,1,Martina Casanova Cabeza,Valladolid
2025-06-22,PEN-PLA-3614,Pendientes,Plata 925,28.67,57.49,1,Albino del Santamaria,Álava
2026-03-31,COL-ACE-5838,Collares,Acero 316L,15.55,32.67,2,Iván Porcel-Gaya,Albacete
2026-01-16,COL-ACE-4591,Collares,Acero con Baño PVD,42.87,84.34,2,Seve Belmonte-Peiró,Soria
2025-07-09,PUL-ACE-9548,Pulseras,Acero con Baño PVD,39.93,90.54,1,Gil Parra-Casanova,Cuenca
2025-12-10,COL-ACE-1925,Collares,Acero con Baño PVD,23.54,49.68,1,Evaristo Agudo Cantón,Albacete
2025-10-21,ANI-PLA-1005,Anillos,Plata 925,17.91,50.55,5,Florentina Checa-Laguna,Córdoba
2025-06-12,PUL-ACE-2820,Pulseras,Acero con Baño PVD,43.9,117.58,1,Inés Miralles-Guzmán,Las Palmas
2025-08-17,PEN-ACE-4160,Pendientes,Acero 316L,41.45,90.89,1,Amparo del Noguera,Lleida
2025-07-01,PEN-ACE-1147,Pendientes,Acero con Baño PVD,35.95,98.11,1,Verónica Benitez Lasa,Valencia
2026-03-05,COL-ACE-1368,Collares,Acero 316L,16.37,33.79,1,Quique Porras-Perera,Alicante
2025-10-16,ANI-ACE-3969,Anillos,Acero 316L,15.12,29.12,1,Rosario Puente Guillen,Málaga
2025-10-07,ANI-PLA-3781,Anillos,Plata 925,16.57,48.72,1,Marcelo Vergara Bonilla,Cáceres
2025-07-22,PEN-ACE-5213,Pendientes,Acero 316L,25.6,57.71,3,Griselda Tapia Ayllón,Ávila
2025-09-20,PEN-ACE-3303,Pendientes,Acero 316L,32.52,87.54,1,Cristina Fuertes Simó,Zaragoza
2025-07-08,ANI-ACE-2396,Anillos,Acero con Baño PVD,36.49,83.26,1,Alfonso Cobo Batlle,Almería
2026-03-16,PEN-PLA-8518,Pendientes,Plata 925,39.52,71.72,4,Fabricio Múgica Morillo,Barcelona
2026-02-03,PUL-ACE-1734,Pulseras,Acero 316L,35.9,61.05,5,Evaristo Baños Blázquez,Tarragona
2026-04-08,ANI-ACE-6332,Anillos,Acero con Baño PVD,25.39,74.73,3,Manuela Aguiló Anglada,Palencia
2025-10-31,PEN-ACE-2309,Pendientes,Acero con Baño PVD,26.29,69.96,1,Valentín Bermejo Benet,Segovia
2025-12-31,PEN-ACE-8600,Pendientes,Acero con Baño PVD,26.91,63.23,1,María Fernanda Barco Espejo,Badajoz
2025-07-15,PUL-ACE-6792,Pulseras,Acero con Baño PVD,43.23,96.55,2,Maximiano Vilar Moreno,Ourense
2025-12-10,ANI-ACE-2305,Anillos,Acero 316L,42.55,103.45,1,Mar Figuerola,Soria
2025-06-10,ANI-ACE-5737,Anillos,Acero 316L,25.41,46.59,1,Edelmira Gonzalo,Burgos
2025-06-02,PEN-PLA-5376,Pendientes,Plata 925,19.83,55.44,1,Casandra Barrio-Vives,Albacete
2025-11-09,COL-PLA-8546,Collares,Plata 925,15.05,39.88,1,Ángeles Esteban Peralta,Valencia
2025-10-10,COL-ACE-5529,Collares,Acero con Baño PVD,19.07,38.94,1,Hermenegildo Sobrino Viña,La Rioja
2026-05-10,COL-ACE-1464,Collares,Acero con Baño PVD,16.05,29.86,1,Jordi Carbó Gual,Asturias
2026-01-12,PUL-ACE-5418,Pulseras,Acero 316L,20.66,58.86,1,Olga Sanmiguel Atienza,Tarragona
